ARCID;ATYP;ADEP;ADES;RM;ARF;ETD;TT;ETA;Flight Time;Adjusted Time;CAT;Seats;Airline;Coming From;TAS(kts);TAS(m/s);Distancia (km)
RYR404A;B738;LPPR;LEBL;EIDCJ;380;22:50:00;15;0:05:00;1:15:00;0:45:00;D;184;RYR;ECAC;466.5;240;648
AEE713;A20N;LEBL;LGAV;SXNEB;390;0:19:00;9;2:45:00;2:26:00;2:02:00;D;174;AEE;ECAC;472.7;243.2;1780.22
VLG7575;A320;GBYD;LEBL;ECLVV;380;20:25:00;10;0:45:00;4:20:00;3:55:00;D;173;VLG;Non-ECAC;466.5;240;3384
VLG2479;A321;GCRR;LEBL;ECMQL;360;22:19:00;10;1:00:00;2:41:00;2:16:00;D;207;VLG;ECAC;454.1;233.6;1906.18
RYR56YL;B38M;EIDW;LEBL;EIIHE;370;23:05:00;15;1:05:00;2:00:00;1:30:00;D;170;RYR;ECAC;460.3;236.8;1278.72
ANE3053;CRJX;LEGE;LEBL;ECMLN;180;0:39:00;9;1:10:00;0:31:00;0:07:00;E;100;ANE;ECAC;342.2;176;73.92
VLG7887;A320;GOBD;LEBL;ECMAI;380;20:50:00;10;1:10:00;4:20:00;3:55:00;D;173;VLG;Non-ECAC;466.5;240;3384
TVP7318;B38M;LKPR;LEBL;OKSWF;370;23:41:00;7;1:40:00;1:59:00;1:37:00;D;170;TVP;ECAC;460.3;236.8;1378.18
IBE2602;A332;SAEZ;LEBL;ECNEN;400;15:00:00;10;2:55:00;11:55:00;11:30:00;B;281;IBE;Non-ECAC;478.9;246.4;10200.96
VLG101P;A20N;LFML;LEBL;ECNDA;290;2:28:00;6;3:00:00;0:32:00;0:11:00;D;174;VLG;ECAC;410.5;211.2;139.39
TVP7319;B38M;LEBL;EPWA;OKSWF;360;2:57:00;20;5:40:00;2:43:00;2:08:00;D;170;TVP;ECAC;454.1;233.6;1794.05
VLG72JR;A320;LEBL;GMTT;ECMBE;350;3:03:00;8;4:30:00;1:27:00;1:04:00;D;173;VLG;ECAC;447.8;230.4;884.74
VLG303P;A320;LEBL;LFPO;ECKLT;380;3:07:00;17;4:25:00;1:18:00;0:46:00;D;173;VLG;ECAC;466.5;240;662.4
IBE2606;A332;SCEL;LEBL;ECNNH;400;14:35:00;10;3:25:00;12:50:00;12:25:00;B;281;IBE;Non-ECAC;478.9;246.4;11014.08
VLG2008;A320;LEBL;LICB;ECMBS;390;3:42:00;12;5:15:00;1:33:00;1:06:00;D;173;VLG;ECAC;472.7;243.2;963.07
VLG6DZ;A320;LGIR;LEBL;ECKHN;360;1:05:00;10;3:45:00;2:40:00;2:15:00;D;173;VLG;ECAC;454.1;233.6;1892.16
VLG9YD;A20N;LEBL;EKCH;ECNCS;390;3:47:00;12;6:25:00;2:38:00;2:11:00;D;174;VLG;ECAC;472.7;243.2;1911.55
VLG7480;A320;LEBL;DAOO;ECODN;310;3:41:00;11;4:50:00;1:09:00;0:43:00;D;173;VLG;ECAC;423;217.6;561.41
RYR26UP;B738;LEBL;EGNX;9HQFK;380;4:05:00;20;5:50:00;1:45:00;1:10:00;D;184;RYR;ECAC;466.5;240;1008
VLG94PH;A320;LEBL;LIMC;ECOJG;300;4:00:00;8;5:05:00;1:05:00;0:42:00;D;173;VLG;ECAC;416.8;214.4;540.29
RYR38AV;B738;LEBL;LIPZ;EIDLD;380;4:05:00;20;5:25:00;1:20:00;0:45:00;D;184;RYR;ECAC;466.5;240;648
VLG8113;A320;LGAV;LEBL;ECOFX;360;1:41:00;13;4:05:00;2:24:00;1:56:00;D;173;VLG;ECAC;454.1;233.6;1625.86
RYR73JP;B38M;LEBL;LIMF;EIIHE;300;4:08:00;0;5:20:00;1:12:00;0:57:00;D;170;RYR;ECAC;416.8;214.4;733.25
TAP1041;A321;LEBL;LPPT;CSTJE;330;4:18:00;8;5:45:00;1:27:00;1:04:00;D;207;TAP;ECAC;435.4;224;860.16
RYR4WX;B738;LEBL;LFOB;EIEBF;340;4:26:00;20;5:45:00;1:19:00;0:44:00;D;184;RYR;ECAC;441.6;227.2;599.81
VLG5VH;A320;LEBL;LMML;ECKRH;370;4:07:00;17;6:05:00;1:58:00;1:26:00;D;173;VLG;ECAC;460.3;236.8;1221.89
AFR32SN;A321;LEBL;LFPG;FGTAZ;340;4:18:00;8;6:05:00;1:47:00;1:24:00;D;207;AFR;ECAC;441.6;227.2;1145.09
RYR9CG;B38M;LEBL;EICK;EIIJM;360;4:26:00;20;6:25:00;1:59:00;1:24:00;D;170;RYR;ECAC;454.1;233.6;1177.34
SIA388;A359;WSSS;LEBL;9VSMK;400;15:45:00;10;4:20:00;12:35:00;12:10:00;B;297;SIA;Non-ECAC;478.9;246.4;10792.32
VLG5BG;A320;LEBL;GCLP;ECLAB;370;4:03:00;8;7:15:00;3:12:00;2:49:00;D;173;VLG;ECAC;460.3;236.8;2401.15
RYR32FE;B738;LEBL;LIME;9HQAL;340;4:20:00;20;5:40:00;1:20:00;0:45:00;D;184;RYR;ECAC;441.6;227.2;613.44
AAL66;B772;KJFK;LEBL;N795AN;390;21:46:00;36;4:25:00;6:39:00;5:48:00;B;296;AAL;Non-ECAC;472.7;243.2;5078.02
EJU41GZ;A319;LEBL;LSGG;OELVG;320;4:25:00;20;5:35:00;1:10:00;0:35:00;D;144;EJU;ECAC;429.2;220.8;463.68
ITY075;A320;LEBL;LIRF;EIDTA;340;4:28:00;8;5:40:00;1:12:00;0:49:00;D;173;ITY;ECAC;441.6;227.2;667.97
RYR2A;B738;LEBL;LEMH;EIDCN;190;4:20:00;20;5:00:00;0:40:00;0:05:00;D;184;RYR;ECAC;348.4;179.2;53.76
RYR28RR;B738;LEBL;LIRF;9HQEK;340;4:40:00;20;5:50:00;1:10:00;0:35:00;D;184;RYR;ECAC;441.6;227.2;477.12
RYR56MC;B738;LEBL;EPGD;EIDPI;370;4:28:00;21;7:10:00;2:42:00;2:06:00;D;184;RYR;ECAC;460.3;236.8;1790.21
TVF32ER;A20N;LEBL;LFPO;FHXSG;340;4:30:00;20;5:50:00;1:20:00;0:45:00;D;174;TVF;ECAC;441.6;227.2;613.44
VLG911N;A320;LEBL;LIPE;ECMER;340;4:35:00;8;5:55:00;1:20:00;0:57:00;D;173;VLG;ECAC;441.6;227.2;777.02
VLG2GP;A320;LEBL;LEPA;ECMAI;190;4:32:00;8;5:10:00;0:38:00;0:15:00;D;173;VLG;ECAC;348.4;179.2;161.28
SWR7YT;A321;LEBL;LSZH;HBIOH;320;4:45:00;8;6:05:00;1:20:00;0:57:00;D;207;SWR;ECAC;429.2;220.8;755.14
VLG4SW;A321;LEBL;LGAV;ECNLV;350;4:47:00;12;7:15:00;2:28:00;2:01:00;D;207;VLG;ECAC;447.8;230.4;1672.7
RYR282G;B738;LEBL;ELLX;9HQEW;340;4:50:00;20;6:20:00;1:30:00;0:55:00;D;184;RYR;ECAC;441.6;227.2;749.76
RYR82RX;B738;LEBL;GCXO;EIENF;370;4:45:00;20;7:50:00;3:05:00;2:30:00;D;184;RYR;ECAC;460.3;236.8;2131.2
KLM73T;B738;LEBL;EHAM;PHBXL;360;4:54:00;16;6:35:00;1:41:00;1:10:00;D;184;KLM;ECAC;454.1;233.6;981.12
VLG23TK;A321;LEBL;LEPA;ECMLD;170;4:53:00;11;5:15:00;0:22:00;0:15:00;D;207;VLG;ECAC;335.9;172.8;155.52
ETD1HA;B78X;OMAA;LEBL;A6BMI;380;22:25:00;10;4:50:00;6:25:00;6:00:00;B;294;ETD;Non-ECAC;466.5;240;5184
VLG46YB;A321;LEBL;LDDU;ECMQL;340;4:54:00;13;6:40:00;1:46:00;1:18:00;D;207;VLG;ECAC;441.6;227.2;1063.3
VLG3YR;A320;LEBL;LIRF;ECOGE;340;4:45:00;10;6:15:00;1:30:00;1:05:00;D;173;VLG;ECAC;441.6;227.2;886.08
QTR68R;B789;OTHH;LEBL;A7BHF;380;22:55:00;10;4:55:00;6:00:00;5:35:00;B;284;QTR;Non-ECAC;466.5;240;4824
VLG68LT;A320;LEBL;LFPG;ECNUP;340;5:00:00;12;6:20:00;1:20:00;0:53:00;D;173;VLG;ECAC;441.6;227.2;722.5
VLG3LK;A321;LEBL;LEMH;ECMQB;190;4:55:00;10;5:35:00;0:40:00;0:15:00;D;207;VLG;ECAC;348.4;179.2;161.28
VLG4VF;A321;LEBL;LIPZ;ECMGZ;340;5:00:00;10;6:35:00;1:35:00;1:10:00;D;207;VLG;ECAC;441.6;227.2;954.24
VLG2QW;A321;LEBL;LEMG;ECNLY;350;4:58:00;10;6:20:00;1:22:00;0:57:00;D;207;VLG;ECAC;447.8;230.4;787.97
DAL250;A339;KBOS;LEBL;N401DZ;410;22:19:00;19;5:05:00;6:46:00;6:12:00;B;280;DAL;Non-ECAC;485.1;249.6;5571.07
VLG44WK;A321;LEBL;EBBR;ECNLX;360;5:01:00;11;6:45:00;1:44:00;1:18:00;D;207;VLG;ECAC;454.1;233.6;1093.25
VLG6UW;A320;LEBL;LPPR;ECMAH;330;5:06:00;10;6:30:00;1:24:00;0:59:00;D;173;VLG;ECAC;435.4;224;792.96
VLG1YW;A320;LEBL;LSZH;ECLVV;340;5:10:00;10;6:40:00;1:30:00;1:05:00;D;173;VLG;ECAC;441.6;227.2;886.08
VLG51FM;A320;LEBL;LEXJ;ECMEL;290;5:10:00;12;6:00:00;0:50:00;0:23:00;D;173;VLG;ECAC;410.5;211.2;291.46
RYR77ZB;B738;LEMG;LEBL;EIEFG;380;3:59:00;12;5:10:00;1:11:00;0:44:00;D;184;RYR;ECAC;466.5;240;633.6
VLG38HJ;A20N;LEBL;LFLL;ECNDA;300;5:09:00;9;6:05:00;0:56:00;0:32:00;D;174;VLG;ECAC;416.8;214.4;411.65
VLG593U;A21N;LEBL;GCLP;ECNYF;350;4:55:00;10;8:05:00;3:10:00;2:45:00;D;230;VLG;ECAC;447.8;230.4;2280.96
CCA577;A359;ZSPD;LEBL;B1085;390;16:50:00;10;5:10:00;12:20:00;11:55:00;B;297;CCA;Non-ECAC;472.7;243.2;10433.28
VLG73QE;A321;LEBL;LEBB;ECMMU;290;5:11:00;11;6:00:00;0:49:00;0:23:00;D;207;VLG;ECAC;410.5;211.2;291.46
VLG7830;A320;LEBL;EGKK;ECMES;360;5:13:00;13;6:55:00;1:42:00;1:14:00;D;173;VLG;ECAC;454.1;233.6;1037.18
VLG1MA;A20N;LEBL;LIMJ;ECNCU;300;5:12:00;12;6:25:00;1:13:00;0:46:00;D;174;VLG;ECAC;416.8;214.4;591.74
DLH03K;A21N;LEBL;EDDF;DAIEQ;340;5:07:00;11;7:10:00;2:03:00;1:37:00;D;230;DLH;ECAC;441.6;227.2;1322.3
EJU85AR;A20N;LIMC;LEBL;OELSF;290;4:06:00;12;5:15:00;1:09:00;0:42:00;D;174;EJU;ECAC;410.5;211.2;532.22
EJU37TW;A319;LEBL;EGKK;OELQU;380;5:21:00;21;7:10:00;1:49:00;1:13:00;D;144;EJU;ECAC;466.5;240;1051.2
IBE04RC;A20N;LEBL;LEMD;ECNAY;290;5:12:00;12;6:05:00;0:53:00;0:26:00;D;174;IBE;ECAC;410.5;211.2;329.47
EJU14CG;A319;LEBL;LFSB;OELKC;340;5:25:00;0;6:45:00;1:20:00;1:05:00;D;144;EJU;ECAC;441.6;227.2;886.08
VLG1265;A320;LEBL;ESSA;ECMKN;370;5:17:00;9;8:30:00;3:13:00;2:49:00;D;173;VLG;ECAC;460.3;236.8;2401.15
VLG64ZA;A320;LEPA;LEBL;ECMXP;180;5:02:00;17;5:20:00;0:18:00;0:15:00;D;173;VLG;ECAC;342.2;176;158.4
VLG1PT;A321;LEBL;LEIB;ECMJR;190;5:20:00;10;5:55:00;0:35:00;0:10:00;D;207;VLG;ECAC;348.4;179.2;107.52
VLG53PC;A320;LEBL;LDSP;ECMFN;380;5:22:00;12;7:00:00;1:38:00;1:11:00;D;173;VLG;ECAC;466.5;240;1022.4
VLG8CB;A320;LEBL;LEGR;ECOFU;350;5:20:00;10;6:25:00;1:05:00;0:40:00;D;173;VLG;ECAC;447.8;230.4;552.96
VLG6LC;A321;LEBL;LSGG;ECMHS;320;5:27:00;11;6:40:00;1:13:00;0:47:00;D;207;VLG;ECAC;429.2;220.8;622.66
VLG7EY;A321;LEBL;GCXO;ECMOO;350;5:21:00;11;8:25:00;3:04:00;2:38:00;D;207;VLG;ECAC;447.8;230.4;2184.19
VLG8SJ;A320;LEBL;LEAS;ECLOP;330;5:28:00;18;6:30:00;1:02:00;0:29:00;D;173;VLG;ECAC;435.4;224;389.76
RYR14DQ;B38M;LMML;LEBL;EIIJL;360;4:05:00;15;5:30:00;1:25:00;0:55:00;D;170;RYR;ECAC;454.1;233.6;770.88
VLG76GZ;A321;LEBL;EIDW;ECMGY;340;5:20:00;10;7:45:00;2:25:00;2:00:00;D;207;VLG;ECAC;441.6;227.2;1635.84
VLG11TT;A320;LEBL;EHAM;ECKDX;360;5:30:00;10;7:20:00;1:50:00;1:25:00;D;173;VLG;ECAC;454.1;233.6;1191.36
VLG4PL;A320;LEBL;EDDS;ECKHN;340;5:29:00;9;7:10:00;1:41:00;1:17:00;D;173;VLG;ECAC;441.6;227.2;1049.66
VLG2472;A321;LEBL;GCRR;ECMMH;350;5:40:00;10;8:15:00;2:35:00;2:10:00;D;207;VLG;ECAC;447.8;230.4;1797.12
VLG8VX;A321;LEBL;LIRN;ECMPV;340;5:30:00;10;7:10:00;1:40:00;1:15:00;D;207;VLG;ECAC;441.6;227.2;1022.4
VLG84ZE;A320;LEBL;EGLL;ECODM;380;5:42:00;12;7:25:00;1:43:00;1:16:00;D;173;VLG;ECAC;466.5;240;1094.4
VLG1XG;A320;LEIB;LEBL;ECLUN;180;5:11:00;7;5:40:00;0:29:00;0:07:00;D;173;VLG;ECAC;342.2;176;73.92
VLG2974;A321;LEBL;LFRS;ECMHB;320;5:30:00;10;6:45:00;1:15:00;0:50:00;D;207;VLG;ECAC;429.2;220.8;662.4
VLG4CG;A320;LEAL;LEBL;ECMVD;260;4:54:00;9;5:40:00;0:46:00;0:22:00;D;173;VLG;ECAC;391.9;201.6;266.11
VLG6ZP;A320;LEBL;LFPO;ECMCU;340;5:38:00;8;7:00:00;1:22:00;0:59:00;D;173;VLG;ECAC;441.6;227.2;804.29
VLG9VG;A21N;LEBL;EDDM;ECNYE;340;5:41:00;11;7:30:00;1:49:00;1:23:00;D;230;VLG;ECAC;441.6;227.2;1131.46
WMT262;A21N;LROP;LEBL;9HWAY;350;3:10:00;10;5:45:00;2:35:00;2:10:00;D;230;WMT;ECAC;447.8;230.4;1797.12
RYR2SY;B738;LEBL;EBBR;EIDCJ;340;5:50:00;20;7:25:00;1:35:00;1:00:00;D;184;RYR;ECAC;441.6;227.2;817.92
ACA822;B77W;CYUL;LEBL;CFIUL;370;22:40:00;10;5:45:00;7:05:00;6:40:00;B;331;ACA;Non-ECAC;460.3;236.8;5683.2
VLG65MT;A321;LEBL;LECO;ECMHA;330;5:44:00;9;7:00:00;1:16:00;0:52:00;D;207;VLG;ECAC;435.4;224;698.88
VLG5YL;A320;LEBL;GCFV;ECKDH;370;5:49:00;9;8:30:00;2:41:00;2:17:00;D;173;VLG;ECAC;460.3;236.8;1946.5
VLG91MM;A321;LEBL;EDDH;ECMLM;340;5:58:00;8;8:00:00;2:02:00;1:39:00;D;207;VLG;ECAC;441.6;227.2;1349.57
CCA845;A359;ZBAA;LEBL;B307C;390;19:00:00;10;5:55:00;10:55:00;10:30:00;B;297;CCA;Non-ECAC;472.7;243.2;9192.96
VLG56ND;A319;LEBL;LESO;ECMIQ;290;5:55:00;10;6:40:00;0:45:00;0:20:00;D;144;VLG;ECAC;410.5;211.2;253.44
AEA14ZJ;B738;LEPA;LEBL;ECLQX;180;5:22:00;17;5:55:00;0:33:00;0:01:00;D;184;AEA;ECAC;342.2;176;10.56
VLG47KA;A320;LFPO;LEBL;ECMFK;370;4:51:00;16;5:55:00;1:04:00;0:33:00;D;173;VLG;ECAC;460.3;236.8;468.86
VLG3722;A320;LEBL;LEMH;ECOFX;190;5:59:00;9;6:30:00;0:31:00;0:07:00;D;173;VLG;ECAC;348.4;179.2;75.26
VLG45PN;A320;LEBL;LKPR;ECLVO;380;5:56:00;10;8:05:00;2:09:00;1:44:00;D;173;VLG;ECAC;466.5;240;1497.6
VLG26NX;A320;LEMG;LEBL;ECMEA;360;4:45:00;15;6:00:00;1:15:00;0:45:00;D;173;VLG;ECAC;454.1;233.6;630.72
VLG6HA;A320;LEZL;LEBL;ECOKH;340;4:49:00;10;6:00:00;1:11:00;0:46:00;D;173;VLG;ECAC;441.6;227.2;627.07
BAW47C;A320;LEBL;EGLL;GEUUO;360;6:03:00;13;7:55:00;1:52:00;1:24:00;D;173;BAW;ECAC;454.1;233.6;1177.34
VLG6XL;A320;LEPA;LEBL;ECOGC;180;5:42:00;17;6:00:00;0:18:00;0:15:00;D;173;VLG;ECAC;342.2;176;158.4
VLG3BV;A320;LEBL;LEST;ECMAN;330;5:41:00;16;7:15:00;1:34:00;1:03:00;D;173;VLG;ECAC;435.4;224;846.72
FIA511;A320;LUKK;LEBL;ER00008;360;2:45:00;15;6:00:00;3:15:00;2:45:00;D;173;FIA;ECAC;454.1;233.6;2312.64
EJU73YK;A319;LEBL;EGGD;OELQQ;360;6:06:00;21;7:50:00;1:44:00;1:08:00;D;144;EJU;ECAC;454.1;233.6;953.09
RYR47WZ;B38M;EYVI;LEBL;SPRZK;380;2:55:00;10;6:05:00;3:10:00;2:45:00;D;170;RYR;ECAC;466.5;240;2376
LHX93U;A20N;EDDM;LEBL;DAIJN;370;4:34:00;12;6:05:00;1:31:00;1:04:00;D;174;LHX;ECAC;460.3;236.8;909.31
THY1852;B738;LEBL;LTFM;TCJVJ;390;5:56:00;10;8:55:00;2:59:00;2:34:00;D;184;THY;ECAC;472.7;243.2;2247.17
RYR4VD;B738;LEZL;LEBL;9HQEU;380;4:37:00;10;6:05:00;1:28:00;1:03:00;D;184;RYR;ECAC;466.5;240;907.2
DLH98Y;A321;LEBL;EDDM;DAISP;360;6:00:00;10;7:50:00;1:50:00;1:25:00;D;207;DLH;ECAC;454.1;233.6;1191.36
TRA5B;B738;EHAM;LEBL;PHHSI;390;4:12:00;15;6:05:00;1:53:00;1:23:00;D;184;TRA;ECAC;472.7;243.2;1211.14
CPA321;A359;VHHH;LEBL;BLRC;400;16:35:00;10;6:05:00;13:30:00;13:05:00;B;297;CPA;Non-ECAC;478.9;246.4;11605.44
VLG7QA;A320;LEBL;GMMI;ECKDG;390;6:09:00;9;8:05:00;1:56:00;1:32:00;D;173;VLG;ECAC;472.7;243.2;1342.46
RYR1VJ;B738;LEPA;LEBL;9HQAD;180;5:46:00;16;6:10:00;0:24:00;0:15:00;D;184;RYR;ECAC;342.2;176;158.4
RYR130V;B738;LEBL;LPPR;9HQEH;330;6:08:00;0;7:35:00;1:27:00;1:12:00;D;184;RYR;ECAC;435.4;224;967.68
VLG73LA;A20N;LEBL;LEIB;ECNFK;190;6:05:00;9;6:50:00;0:45:00;0:21:00;D;174;VLG;ECAC;348.4;179.2;225.79
EWG4214;A320;LKPR;LEBL;9HEUN;370;4:24:00;16;6:10:00;1:46:00;1:15:00;D;173;EWG;ECAC;460.3;236.8;1065.6
DAL128;B764;KJFK;LEBL;N841MH;370;22:00:00;30;6:10:00;8:10:00;7:25:00;C;245;DAL;Non-ECAC;460.3;236.8;6322.56
VLG6001;A319;LEBL;LIRQ;ECMKV;340;6:16:00;16;7:25:00;1:09:00;0:38:00;D;144;VLG;ECAC;441.6;227.2;518.02
NSZ3DA;B738;LEBL;ESSA;SERRF;380;6:21:00;20;9:20:00;2:59:00;2:24:00;D;184;NSZ;ECAC;466.5;240;2073.6
RYR17MW;B738;LHBP;LEBL;SPRSI;370;4:10:00;10;6:15:00;2:05:00;1:40:00;D;184;RYR;ECAC;460.3;236.8;1420.8
WMT2NV;A21N;LOWW;LEBL;9HWAO;350;4:29:00;15;6:15:00;1:46:00;1:16:00;D;230;WMT;ECAC;447.8;230.4;1050.62
NSZ5526;B738;LEBL;ENBR;SERPE;390;6:23:00;20;9:15:00;2:52:00;2:17:00;D;184;NSZ;ECAC;472.7;243.2;1999.1
RYR6882;B738;LEMH;LEBL;EIDCN;180;5:55:00;10;6:20:00;0:25:00;0:00:00;D;184;RYR;ECAC;342.2;176;0
UAL992;B789;KIAD;LEBL;N24974;400;22:50:00;20;6:25:00;7:35:00;7:00:00;B;284;UAL;Non-ECAC;478.9;246.4;6209.28
RYR53EB;B738;LEBL;LEMG;EIEFG;370;6:30:00;20;7:30:00;1:00:00;0:25:00;D;184;RYR;ECAC;460.3;236.8;355.2
IBE04TP;A321;LEMD;LEBL;ECJZM;260;5:26:00;16;6:25:00;0:59:00;0:28:00;D;207;IBE;ECAC;391.9;201.6;338.69
RYR519Z;B738;EVRA;LEBL;SPRKS;370;3:11:00;9;6:25:00;3:14:00;2:50:00;D;184;RYR;ECAC;460.3;236.8;2415.36
VLG1423;A320;LEBB;LEBL;ECJYX;300;5:32:00;7;6:25:00;0:53:00;0:31:00;D;173;VLG;ECAC;416.8;214.4;398.78
WZZ9AR;A21N;EPWA;LEBL;9HWDT;370;4:01:00;16;6:30:00;2:29:00;1:58:00;D;230;WZZ;ECAC;460.3;236.8;1676.54
RYR11SX;B38M;EPKK;LEBL;SPRZI;350;4:23:00;15;6:30:00;2:07:00;1:37:00;D;170;RYR;ECAC;447.8;230.4;1340.93
KLM1497;E190;EHAM;LEBL;DACJJ;390;4:50:00;18;6:30:00;1:40:00;1:07:00;E;104;KLM;ECAC;472.7;243.2;977.66
EJU98TL;A20N;LEBL;LIMC;OELSF;300;6:39:00;0;7:55:00;1:16:00;1:01:00;D;174;EJU;ECAC;416.8;214.4;784.7
VLG15SY;A320;LEBL;LPPT;ECOJH;330;6:35:00;11;8:00:00;1:25:00;0:59:00;D;173;VLG;ECAC;435.4;224;792.96
UAL120;B772;KEWR;LEBL;N795UA;390;23:25:00;10;6:35:00;7:10:00;6:45:00;B;296;UAL;Non-ECAC;472.7;243.2;5909.76
VLG21PG;A320;LEBL;LEAL;ECMVD;270;6:36:00;11;7:20:00;0:44:00;0:18:00;D;173;VLG;ECAC;398.1;204.8;221.18
UAE81W;B77L;OMDB;LEBL;A6EWJ;380;23:35:00;10;6:35:00;7:00:00;6:35:00;B;240;UAE;Non-ECAC;466.5;240;5688
AAL742;B789;KPHL;LEBL;N820AL;410;23:55:00;40;6:35:00;6:40:00;5:45:00;B;284;AAL;Non-ECAC;485.1;249.6;5166.72
VLG93DX;A320;LEBL;LEPA;ECLVP;170;6:35:00;10;7:05:00;0:30:00;0:05:00;D;173;VLG;ECAC;335.9;172.8;51.84
AEA58PB;B789;LEMD;LEBL;ECOFP;300;5:49:00;19;6:40:00;0:51:00;0:17:00;B;284;AEA;ECAC;416.8;214.4;218.69
RYR38BG;B738;LEBL;LIPE;EIENP;340;6:45:00;20;8:00:00;1:15:00;0:40:00;D;184;RYR;ECAC;441.6;227.2;545.28
NSZ56V;B38M;EKCH;LEBL;SENAA;410;4:23:00;10;6:40:00;2:17:00;1:52:00;D;170;NSZ;ECAC;485.1;249.6;1677.31
VLG684H;A320;LEPA;LEBL;ECMAI;180;6:17:00;17;6:40:00;0:23:00;0:15:00;D;173;VLG;ECAC;342.2;176;158.4
SWR4XH;A321;LSZH;LEBL;HBIOM;350;5:23:00;13;6:45:00;1:22:00;0:54:00;D;207;SWR;ECAC;447.8;230.4;746.5
SEU403;A21N;LUKK;LEBL;9HPEC;370;3:55:00;15;6:45:00;2:50:00;2:20:00;D;230;SEU;ECAC;460.3;236.8;1989.12
AUA391A;A320;LOWW;LEBL;OELBS;370;5:07:00;10;6:45:00;1:38:00;1:13:00;D;173;AUA;ECAC;460.3;236.8;1037.18
WMT6025;A21N;LIRF;LEBL;9HWNQ;340;5:40:00;15;6:50:00;1:10:00;0:40:00;D;230;WMT;ECAC;441.6;227.2;545.28
VLG200Z;A320;LEBL;LEIB;ECLUN;190;6:56:00;11;7:30:00;0:34:00;0:08:00;D;173;VLG;ECAC;348.4;179.2;86.02
WZZ2407;A21N;EPWR;LEBL;9HWMG;370;4:44:00;9;6:55:00;2:11:00;1:47:00;D;230;WZZ;ECAC;460.3;236.8;1520.26
AFR17ZG;A321;LFPG;LEBL;FGTAP;330;5:30:00;13;6:55:00;1:25:00;0:57:00;D;207;AFR;ECAC;435.4;224;766.08
VLG36GQ;A320;EHAM;LEBL;ECMVE;390;5:09:00;10;6:55:00;1:46:00;1:21:00;D;173;VLG;ECAC;472.7;243.2;1181.95
RYR18QV;B38M;LEBL;LMML;EIIJL;390;6:59:00;20;8:45:00;1:46:00;1:11:00;D;170;RYR;ECAC;472.7;243.2;1036.03
ELY393;B739;LLBG;LEBL;4XEHB;360;3:19:00;15;7:00:00;3:41:00;3:11:00;D;183;ELY;Non-ECAC;454.1;233.6;2677.06
VLG7CV;A320;LEBL;LEMG;ECMEA;370;7:00:00;10;8:10:00;1:10:00;0:45:00;D;173;VLG;ECAC;460.3;236.8;639.36
RYR95TH;B738;EGSS;LEBL;EIDWM;350;5:14:00;14;7:00:00;1:46:00;1:17:00;D;184;RYR;ECAC;447.8;230.4;1064.45
AEA38LZ;B738;LEBL;LEPA;ECLQX;170;7:01:00;11;7:25:00;0:24:00;0:15:00;D;184;AEA;ECAC;335.9;172.8;155.52
WMT641;A321;LATI;LEBL;HALTC;370;4:49:00;5;7:00:00;2:11:00;1:51:00;D;207;WMT;ECAC;460.3;236.8;1577.09
VLG4TJ;A321;LEPA;LEBL;ECMLD;180;6:42:00;17;7:05:00;0:23:00;0:15:00;D;207;VLG;ECAC;342.2;176;158.4
VLG9DP;A320;LEBL;LFPO;ECMFK;340;7:06:00;11;8:20:00;1:14:00;0:48:00;D;173;VLG;ECAC;441.6;227.2;654.34
WZZ636;A21N;LHBP;LEBL;9HWDJ;350;5:10:00;10;7:05:00;1:55:00;1:30:00;D;230;WZZ;ECAC;447.8;230.4;1244.16
MAC377C;A320;GMTT;LEBL;CNNML;380;5:45:00;15;7:05:00;1:20:00;0:50:00;D;173;MAC;Non-ECAC;466.5;240;720
VLG7481;A320;DAOO;LEBL;ECODN;300;6:13:00;8;7:05:00;0:52:00;0:29:00;D;173;VLG;Non-ECAC;416.8;214.4;373.06
VLG6VG;A320;LEBL;LEMH;ECOKH;190;7:11:00;11;7:40:00;0:29:00;0:03:00;D;173;VLG;ECAC;348.4;179.2;32.26
SAS65D;A20N;EKCH;LEBL;SEROE;390;4:41:00;9;7:10:00;2:29:00;2:05:00;D;174;SAS;ECAC;472.7;243.2;1824
DLH55K;A21N;EDDF;LEBL;DAIEN;370;5:39:00;9;7:10:00;1:31:00;1:07:00;D;230;DLH;ECAC;460.3;236.8;951.94
VLG67PA;A321;LEMH;LEBL;ECMQB;180;6:34:00;11;7:15:00;0:41:00;0:15:00;D;207;VLG;ECAC;342.2;176;158.4
FIA512;A320;LEBL;LUKK;ER00008;370;7:20:00;20;10:00:00;2:40:00;2:05:00;D;173;FIA;ECAC;460.3;236.8;1776
ACA820;B77W;CYYZ;LEBL;CFIVM;360;23:30:00;0;7:15:00;7:45:00;7:30:00;B;331;ACA;Non-ECAC;454.1;233.6;6307.2
RYR23VU;B738;LEBL;LEZL;9HQEU;350;7:10:00;20;8:25:00;1:15:00;0:40:00;D;184;RYR;ECAC;447.8;230.4;552.96
LHX06E;A20N;LEBL;EDDM;DAIJN;380;7:15:00;10;9:05:00;1:50:00;1:25:00;D;174;LHX;ECAC;466.5;240;1224
RYR70YX;B38M;LIMF;LEBL;EIIHE;290;6:15:00;15;7:15:00;1:00:00;0:30:00;D;170;RYR;ECAC;410.5;211.2;380.16
