id,ident,continent,iso_country,iso_region
6523,00A,NA,US,US-PA
323361,00AA,NA,US,US-KS
6524,00AK,NA,US,US-AK
6525,00AL,NA,US,US-AL
506791,00AN,NA,US,US-AK
322127,00AS,NA,US,US-OK
6527,00AZ,NA,US,US-AZ
6528,00CA,NA,US,US-CA
324424,00CL,NA,US,US-CA
322658,00CN,NA,US,US-CA
6531,00FA,NA,US,US-FL
6533,00FL,NA,US,US-FL
6534,00GA,NA,US,US-GA
6535,00GE,NA,US,US-GA
6536,00HI,OC,US,US-HI
6537,00ID,NA,US,US-ID
322581,00IG,NA,US,US-KS
6539,00IL,NA,US,US-IL
6540,00IN,NA,US,US-IN
6541,00IS,NA,US,US-IL
6542,00KS,NA,US,US-KS
6543,00KY,NA,US,US-KY
45437,00LA,NA,US,US-LA
6544,00LL,NA,US,US-IL
6545,00LS,NA,US,US-LA
6546,00MD,NA,US,US-MD
6547,00MI,NA,US,US-MI
6548,00MN,NA,US,US-MN
6549,00MO,NA,US,US-MO
324642,00MT,NA,US,US-MT
6551,00N,NA,US,US-NJ
6552,00NC,NA,US,US-NC
6553,00NJ,NA,US,US-NJ
321919,00NK,NA,US,US-NY
506039,00NR,NA,US,US-NC
6554,00NY,NA,US,US-NY
6556,00OI,NA,US,US-OH
328503,00OK,NA,US,US-OK
6557,00OR,NA,US,US-OR
6558,00PA,NA,US,US-PA
45773,00PN,NA,US,US-PA
6560,00S,NA,US,US-OR
6561,00SC,NA,US,US-SC
330391,00SD,NA,US,US-SD
6563,00TE,NA,US,US-TX
6565,00TS,NA,US,US-TX
516563,00TT,NA,US,US-TX
6568,00VA,NA,US,US-VA
6569,00VI,NA,US,US-VA
6570,00W,NA,US,US-WA
6571,00WA,NA,US,US-WA
6572,00WI,NA,US,US-WI
6573,00WN,NA,US,US-WA
6574,00WV,NA,US,US-WV
322300,00WY,NA,US,US-WY
525140,00XA,NA,US,US-TX
6576,01A,NA,US,US-AK
6577,01AK,NA,US,US-AK
6578,01AL,NA,US,US-AL
356168,01AN,NA,US,US-AK
6579,01AR,NA,US,US-AR
6580,01AZ,NA,US,US-AZ
6582,01CA,NA,US,US-CA
6583,01CL,NA,US,US-CA
6585,01CO,NA,US,US-CO
6586,01CT,NA,US,US-CT
6587,01FA,NA,US,US-FL
6588,01FD,NA,US,US-FL
6589,01FL,NA,US,US-FL
6590,01GA,NA,US,US-GA
6591,01GE,NA,US,US-GA
6530,01ID,NA,US,US-ID
6593,01II,NA,US,US-IN
6594,01IL,NA,US,US-IL
6595,01IN,NA,US,US-IN
6596,01IS,NA,US,US-IL
6597,01J,NA,US,US-FL
6598,01K,NA,US,US-KS
6599,01KS,NA,US,US-KS
6600,01KY,NA,US,US-KY
6601,01LA,NA,US,US-LA
6602,01LL,NA,US,US-IL
6603,01LS,NA,US,US-LA
6604,01MA,NA,US,US-MA
6605,01MD,NA,US,US-MD
6606,01ME,NA,US,US-ME
6607,01MI,NA,US,US-MI
6608,01MN,NA,US,US-MN
6609,01MO,NA,US,US-MO
6610,01MT,NA,US,US-MT
356169,01MU,NA,US,US-AZ
6611,01NC,NA,US,US-NC
6613,01NH,NA,US,US-NH
6614,01NJ,NA,US,US-NJ
45537,01NM,NA,US,US-NM
506122,01NR,NA,US,US-NC
6615,01NV,NA,US,US-NV
6616,01NY,NA,US,US-NY
347920,01OH,NA,US,US-OH
6617,01OI,NA,US,US-OH
345166,01OL,NA,US,US-OK
6621,01PN,NA,US,US-PA
6622,01PS,NA,US,US-PA
6623,01SC,NA,US,US-SC
6624,01TA,NA,US,US-TX
6625,01TE,NA,US,US-TX
6626,01TN,NA,US,US-TN
340858,01TT,NA,US,US-TX
6629,01U,NA,US,US-NV
6630,01UT,NA,US,US-UT
6631,01VA,NA,US,US-VA
6632,01WA,NA,US,US-WA
6633,01WI,NA,US,US-WI
6634,01WN,NA,US,US-WA
45900,01WT,NA,US,US-WA
6635,01WY,NA,US,US-WY
46288,01XA,NA,US,US-TX
6636,01XS,NA,US,US-TX
335815,02AA,NA,US,US-AK
6637,02AK,NA,US,US-AK
6638,02AL,NA,US,US-AL
529870,02AN,NA,US,US-AK
6641,02CA,NA,US,US-CA
6642,02CD,NA,US,US-MS
6643,02CL,NA,US,US-CA
6644,02CO,NA,US,US-CO
6645,02CT,NA,US,US-CT
6646,02FA,NA,US,US-FL
341544,02FD,NA,US,US-FL
6648,02GA,NA,US,US-GA
6649,02GE,NA,US,US-GA
6650,02HI,OC,US,US-HI
6651,02IA,NA,US,US-IA
6652,02ID,NA,US,US-ID
6653,02II,NA,US,US-IN
6654,02IN,NA,US,US-IN
6655,02IS,NA,US,US-IL
6656,02KS,NA,US,US-KS
327110,02KT,NA,US,US-KY
6657,02KY,NA,US,US-KY
6658,02LA,NA,US,US-LA
6659,02LS,NA,US,US-LA
6660,02MA,NA,US,US-MA
322099,02MD,NA,US,US-MD
6661,02ME,NA,US,US-ME
6662,02MI,NA,US,US-MI
6664,02MO,NA,US,US-MO
6665,02MS,NA,US,US-MS
6668,02NE,NA,US,US-NE
6669,02NH,NA,US,US-NH
6670,02NJ,NA,US,US-NJ
526225,02NM,NA,US,US-NM
506036,02NR,NA,US,US-NC
6671,02NV,NA,US,US-NV
6672,02NY,NA,US,US-NY
6673,02OH,NA,US,US-OH
6674,02OI,NA,US,US-OH
337183,02OL,NA,US,US-OK
6676,02OR,NA,US,US-OR
6677,02P,NA,US,US-PA
6678,02PA,NA,US,US-PA
6679,02PN,NA,US,US-PA
6680,02PR,NA,PR,PR-U-A
574181,02RI,NA,US,US-RI
6682,02SC,NA,US,US-SC
6683,02T,NA,US,US-MT
6684,02TA,NA,US,US-TX
6685,02TE,NA,US,US-TX
6686,02TN,NA,US,US-TN
6689,02UT,NA,US,US-UT
6690,02VA,NA,US,US-VA
6691,02VG,NA,US,US-VA
6692,02WA,NA,US,US-WA
6693,02WI,NA,US,US-WI
6694,02WN,NA,US,US-WA
330393,02XA,NA,US,US-TX
325508,03AA,NA,US,US-AK
6696,03AK,NA,US,US-AK
6697,03AL,NA,US,US-AL
6698,03AR,NA,US,US-AR
6699,03AZ,NA,US,US-AZ
6700,03CA,NA,US,US-CA
6702,03FA,NA,US,US-FL
6704,03FL,NA,US,US-FL
322717,03GA,NA,US,US-GA
512948,03GE,NA,US,US-GA
6707,03ID,NA,US,US-ID
6708,03II,NA,US,US-IN
6709,03IL,NA,US,US-IL
6710,03IN,NA,US,US-IN
6711,03IS,NA,US,US-IL
6712,03KS,NA,US,US-KS
6713,03KY,NA,US,US-KY
6714,03LA,NA,US,US-LA
6715,03LS,NA,US,US-LA
6716,03M,NA,US,US-ME
6717,03MA,NA,US,US-MA
6718,03MD,NA,US,US-MD
6719,03ME,NA,US,US-ME
6720,03MI,NA,US,US-MI
6721,03MN,NA,US,US-MN
6723,03MS,NA,US,US-MS
6724,03MT,NA,US,US-MT
6725,03MU,NA,US,US-MO
4650,03N,OC,MH,MH-UTI
6726,03NC,NA,US,US-NC
6727,03ND,NA,US,US-ND
6728,03NE,NA,US,US-NE
6729,03NH,NA,US,US-NH
345364,03NM,NA,US,US-NM
345707,03NR,NA,US,US-NC
6731,03NV,NA,US,US-NV
6732,03NY,NA,US,US-NY
6733,03OH,NA,US,US-OH
6734,03OI,NA,US,US-OH
6735,03OK,NA,US,US-OK
348548,03OL,NA,US,US-OK
6736,03OR,NA,US,US-OR
6737,03PA,NA,US,US-PA
6738,03PN,NA,US,US-PA
322892,03PR,NA,US,US-KS
6740,03S,NA,US,US-OR
6741,03SC,NA,US,US-SC
6743,03TE,NA,US,US-TX
6744,03TN,NA,US,US-TN
6745,03TS,NA,US,US-TX
341551,03TT,NA,US,US-TX
6746,03TX,NA,US,US-TX
6747,03UT,NA,US,US-UT
6749,03WA,NA,US,US-WA
6751,03WN,NA,US,US-WA
348415,03WT,NA,US,US-WA
345757,03XA,NA,US,US-TX
6752,03XS,NA,US,US-TX
325443,04AA,NA,US,US-AK
6753,04AL,NA,US,US-AL
509055,04AN,NA,US,US-AK
6754,04AR,NA,US,US-AR
6756,04CA,NA,US,US-CA
6757,04CL,NA,US,US-CA
6758,04CT,NA,US,US-CT
6760,04FA,NA,US,US-FL
324859,04FD,NA,US,US-FL
6761,04FL,NA,US,US-FL
597570,04GA,NA,US,US-GA
6762,04I,NA,US,US-OH
6763,04IA,NA,US,US-IA
6764,04ID,NA,US,US-ID
6766,04IL,NA,US,US-IL
45410,04IN,NA,US,US-IN
6767,04IS,NA,US,US-IL
6769,04KY,NA,US,US-KY
6770,04LA,NA,US,US-LA
6772,04LS,NA,US,US-LA
6773,04MA,NA,US,US-MA
6774,04MD,NA,US,US-MD
6775,04ME,NA,US,US-ME
6776,04MI,NA,US,US-MI
6777,04MN,NA,US,US-MN
6779,04MS,NA,US,US-MS
6780,04MT,NA,US,US-MT
6781,04NC,NA,US,US-NC
6782,04NE,NA,US,US-NE
6783,04NJ,NA,US,US-NJ
347887,04NR,NA,US,US-NC
6784,04NV,NA,US,US-NV
6785,04NY,NA,US,US-NY
45733,04OG,NA,US,US-OR
6787,04OK,NA,US,US-OK
6788,04OR,NA,US,US-OR
6789,04PA,NA,US,US-PA
6790,04PN,NA,US,US-PA
6791,04SC,NA,US,US-SC
325773,04SD,NA,US,US-SD
6793,04TE,NA,US,US-TX
6794,04TN,NA,US,US-TN
6795,04TS,NA,US,US-TX
342438,04TT,NA,US,US-TX
6796,04TX,NA,US,US-TX
6797,04UT,NA,US,US-UT
6798,04V,NA,US,US-CO
6799,04VA,NA,US,US-VA
6800,04VG,NA,US,US-VA
6801,04VT,NA,US,US-VT
6802,04W,NA,US,US-MN
6803,04WA,NA,US,US-WA
6804,04WI,NA,US,US-WI
45903,04WN,NA,US,US-WA
6805,04WV,NA,US,US-WV
334249,04XA,NA,US,US-TX
6807,05AK,NA,US,US-AK
6808,05AL,NA,US,US-AL
514272,05AN,NA,US,US-AK
45302,05AR,NA,US,US-AR
6809,05AZ,NA,US,US-AZ
6810,05B,NA,US,US-ME
6811,05CA,NA,US,US-CA
6812,05CL,NA,US,US-CA
6813,05CO,NA,US,US-CO
6814,05CT,NA,US,US-CT
6815,05FA,NA,US,US-FL
6816,05FD,NA,US,US-FL
6817,05FL,NA,US,US-FL
6818,05GA,NA,US,US-GA
6819,05IA,NA,US,US-IA
6820,05ID,NA,US,US-ID
6822,05IL,NA,US,US-IL
6823,05IN,NA,US,US-IN
6824,05IS,NA,US,US-IL
6825,05KS,NA,US,US-KS
346026,05KT,NA,US,US-KY
6826,05KY,NA,US,US-KY
6827,05LA,NA,US,US-LA
6828,05LL,NA,US,US-IL
6829,05LS,NA,US,US-LA
6830,05M,NA,US,US-OK
6831,05MA,NA,US,US-MA
6832,05MD,NA,US,US-MD
6833,05ME,NA,US,US-ME
345550,05MI,NA,US,US-MI
322876,05MN,NA,US,US-MN
6835,05MS,NA,US,US-MS
329892,05MT,NA,US,US-MT
6837,05NE,NA,US,US-NE
6838,05NH,NA,US,US-NH
6839,05NJ,NA,US,US-NJ
537370,05NR,NA,US,US-NC
324404,05NV,NA,US,US-NV
6840,05NY,NA,US,US-NY
347917,05OG,NA,US,US-OR
429744,05OH,NA,US,US-OH
6841,05OI,NA,US,US-OH
6843,05OR,NA,US,US-OR
6844,05PA,NA,US,US-PA
6845,05PN,NA,US,US-PA
6846,05PS,NA,US,US-PA
6847,05S,NA,US,US-OR
6848,05TA,NA,US,US-TX
6849,05TE,NA,US,US-TX
6851,05TS,NA,US,US-TX
6852,05TX,NA,US,US-TX
6854,05V,NA,US,US-CO
6855,05VA,NA,US,US-VA
6856,05VT,NA,US,US-VT
6857,05WA,NA,US,US-WA
6858,05WI,NA,US,US-WI
45907,05WN,NA,US,US-WA
338863,05XA,NA,US,US-TX
6859,05XS,NA,US,US-AR
6860,05Y,NA,US,US-MN
338864,06AA,NA,US,US-AK
45272,06AK,NA,US,US-AK
6861,06AL,NA,US,US-AL
6862,06AR,NA,US,US-AR
6863,06AZ,NA,US,US-AZ
6864,06B,NA,US,US-ME
6865,06CA,NA,US,US-CA
6866,06CL,NA,US,US-CA
6867,06CO,NA,US,US-CO
6868,06FA,NA,US,US-FL
6869,06FD,NA,US,US-FL
6870,06FL,NA,US,US-FL
6871,06GA,NA,US,US-GA
6872,06I,NA,US,US-IN
6873,06IA,NA,US,US-IA
6874,06ID,NA,US,US-ID
6875,06IL,NA,US,US-IL
6877,06IS,NA,US,US-IL
6878,06KS,NA,US,US-KS
6880,06LA,NA,US,US-LA
6882,06LS,NA,US,US-LA
6883,06MA,NA,US,US-MA
6884,06MD,NA,US,US-MD
322276,06ME,NA,US,US-ME
6885,06MI,NA,US,US-MI
6887,06MO,NA,US,US-MO
6888,06MT,NA,US,US-MT
6889,06N,NA,US,US-NY
6890,06NC,NA,US,US-NC
6891,06ND,NA,US,US-ND
6892,06NE,NA,US,US-NE
6893,06NH,NA,US,US-NH
324414,06NV,NA,US,US-NV
6895,06NY,NA,US,US-NY
6896,06O1,NA,US,US-OH
6897,06OH,NA,US,US-OH
6898,06OI,NA,US,US-OH
6899,06OK,NA,US,US-OK
6900,06OR,NA,US,US-OR
6901,06PA,NA,US,US-PA
45764,06PN,NA,US,US-PA
6902,06PS,NA,US,US-PA
6905,06TA,NA,US,US-TX
6906,06TE,NA,US,US-TX
6907,06TN,NA,US,US-TN
340868,06TT,NA,US,US-TX
6909,06TX,NA,US,US-TX
6910,06VA,NA,US,US-VA
6911,06WA,NA,US,US-WA
15372,06WN,NA,US,US-WA
350921,06XA,NA,US,US-TX
6913,06XS,NA,US,US-TX
6914,06Y,NA,US,US-MN
318194,07AA,NA,US,US-AK
6915,07AL,NA,US,US-AL
514275,07AN,NA,US,US-AK
6916,07AR,NA,US,US-AR
6918,07B,NA,US,US-ME
6920,07CL,NA,US,US-CA
6921,07CO,NA,US,US-CO
6924,07FA,NA,US,US-FL
6927,07GA,NA,US,US-GA
519833,07GE,NA,US,US-GA
6928,07I,NA,US,US-IN
355064,07IA,NA,US,US-IA
6930,07II,NA,US,US-IN
6931,07IN,NA,US,US-IN
6932,07K,NA,US,US-NE
6933,07KS,NA,US,US-KS
6934,07KY,NA,US,US-KY
6936,07LS,NA,US,US-LA
6937,07MA,NA,US,US-MA
6938,07MD,NA,US,US-MD
6939,07ME,NA,US,US-ME
6940,07MI,NA,US,US-MI
6941,07MN,NA,US,US-MN
6942,07MO,NA,US,US-MO
6943,07MT,NA,US,US-MT
6944,07N,NA,US,US-PA
6945,07NC,NA,US,US-NC
6946,07NH,NA,US,US-NH
6947,07NJ,NA,US,US-NJ
324410,07NV,NA,US,US-NV
6948,07NY,NA,US,US-NY
6950,07OK,NA,US,US-OK
6951,07OR,NA,US,US-OR
45747,07PN,NA,US,US-PA
349103,07PR,NA,PR,PR-U-A
6953,07TA,NA,US,US-TX
6954,07TE,NA,US,US-TX
6956,07TS,NA,US,US-TX
6957,07TX,NA,US,US-TX
310114,07UT,NA,US,US-UT
6958,07VA,NA,US,US-VA
6959,07VT,NA,US,US-VT
6960,07WA,NA,US,US-WA
346208,07WY,NA,US,US-WY
341553,07XA,NA,US,US-TX
6962,07XS,NA,US,US-TX
6963,07Y,NA,US,US-MN
45248,08AK,NA,US,US-AK
332752,08AL,NA,US,US-AL
523547,08AN,NA,US,US-AK
6965,08AZ,NA,US,US-AZ
6966,08B,NA,US,US-ME
6967,08CA,NA,US,US-CA
6968,08CL,NA,US,US-CA
45316,08CN,NA,US,US-CA
6969,08CO,NA,US,US-CO
6970,08CT,NA,US,US-CT
6971,08F,NA,US,US-OK
6972,08FA,NA,US,US-FL
6973,08FD,NA,US,US-FL
6974,08FL,NA,US,US-FL
6975,08G,NA,US,US-OH
6976,08GA,NA,US,US-GA
595640,08GE,NA,US,US-GA
6977,08ID,NA,US,US-ID
6978,08II,NA,US,US-IN
45416,08IN,NA,US,US-IN
6980,08IS,NA,US,US-IL
6981,08KS,NA,US,US-KS
334339,08KT,NA,US,US-KY
6982,08KY,NA,US,US-KY
6983,08LA,NA,US,US-LA
6984,08LL,NA,US,US-IL
6985,08LS,NA,US,US-LA
6986,08MA,NA,US,US-MA
6987,08MD,NA,US,US-MD
6988,08ME,NA,US,US-ME
6989,08MI,NA,US,US-MI
6990,08MN,NA,US,US-MN
6991,08MO,NA,US,US-MO
6992,08MS,NA,US,US-MS
6993,08MT,NA,US,US-MT
6994,08N,NA,US,US-PA
6995,08NC,NA,US,US-NC
6996,08ND,NA,US,US-ND
6997,08NE,NA,US,US-NE
6998,08NH,NA,US,US-NH
6999,08NJ,NA,US,US-NJ
345570,08NR,NA,US,US-NC
7000,08NY,NA,US,US-NY
7001,08OH,NA,US,US-OH
7002,08OK,NA,US,US-OK
327859,08OL,NA,US,US-OK
7003,08OR,NA,US,US-OR
7004,08PA,NA,US,US-PA
7005,08PN,NA,US,US-PA
7006,08R,NA,US,US-RI
345365,08SD,NA,US,US-SD
7007,08TA,NA,US,US-TX
334331,08TN,NA,US,US-TN
343404,08TT,NA,US,US-TX
7010,08TX,NA,US,US-TX
7011,08U,NA,US,US-NV
545821,08UT,NA,US,US-UT
7012,08VA,NA,US,US-VA
322194,08XA,NA,US,US-TX
7015,08XS,NA,US,US-TX
329058,09AA,NA,US,US-AK
45270,09AK,NA,US,US-AK
352228,09AL,NA,US,US-AL
7016,09AR,NA,US,US-AR
7017,09AZ,NA,US,US-AZ
7018,09CA,NA,US,US-CA
7019,09CL,NA,US,US-CA
45317,09CN,NA,US,US-CA
7020,09CO,NA,US,US-CO
7021,09FA,NA,US,US-FL
7022,09FD,NA,US,US-FL
597568,09FL,NA,US,US-FL
7024,09GA,NA,US,US-GA
7025,09I,NA,US,US-MN
7026,09IA,NA,US,US-IA
7027,09ID,NA,US,US-ID
7028,09II,NA,US,US-IN
7030,09IN,NA,US,US-IN
7031,09IS,NA,US,US-IL
7032,09KS,NA,US,US-KS
7033,09KY,NA,US,US-KY
7034,09LA,NA,US,US-LA
7035,09LL,NA,US,US-IL
7036,09LS,NA,US,US-LA
7037,09MA,NA,US,US-MA
541158,09MD,NA,US,US-MD
7038,09ME,NA,US,US-ME
7039,09MI,NA,US,US-MI
7041,09MO,NA,US,US-MO
523550,09MT,NA,US,US-MT
7042,09N,NA,US,US-NY
7043,09NC,NA,US,US-NC
7044,09NE,NA,US,US-NE
7045,09NJ,NA,US,US-NJ
324843,09NR,NA,US,US-NC
557310,09NV,NA,US,US-NV
7046,09NY,NA,US,US-NY
7047,09OK,NA,US,US-OK
7048,09OR,NA,US,US-OR
7049,09PA,NA,US,US-PA
7050,09PN,NA,US,US-PA
7051,09S,NA,US,US-WA
14580,09TA,NA,US,US-TX
7052,09TE,NA,US,US-TX
7053,09TN,NA,US,US-TN
7054,09TS,NA,US,US-TX
7055,09TX,NA,US,US-TX
7056,09VA,NA,US,US-VA
7057,09VG,NA,US,US-VA
7058,09W,NA,US,US-DC
7059,09WA,NA,US,US-WA
7060,09WI,NA,US,US-WI
7061,09XS,NA,US,US-TX
7062,09Y,NA,US,US-MN
322435,0AA6,NA,US,US-AK
325323,0AA7,NA,US,US-AK
7064,0AK0,NA,US,US-AK
7065,0AK1,NA,US,US-AK
45273,0AK2,NA,US,US-AK
7066,0AK3,NA,US,US-AK
7067,0AK5,NA,US,US-AK
7068,0AK6,NA,US,US-AK
7069,0AK7,NA,US,US-AK
7071,0AK9,NA,US,US-AK
7072,0AL0,NA,US,US-AL
7073,0AL1,NA,US,US-AL
7074,0AL2,NA,US,US-AL
7075,0AL3,NA,US,US-AL
7076,0AL4,NA,US,US-AL
7077,0AL5,NA,US,US-AL
7078,0AL6,NA,US,US-AL
7079,0AL7,NA,US,US-AL
7080,0AL8,NA,US,US-AL
7081,0AL9,NA,US,US-AL
7082,0AR0,NA,US,US-AR
7084,0AR2,NA,US,US-AR
7086,0AR4,NA,US,US-AR
7087,0AR5,NA,US,US-AR
7088,0AR6,NA,US,US-AR
7090,0AR8,NA,US,US-AR
7091,0AR9,NA,US,US-AR
7092,0AZ0,NA,US,US-AZ
7094,0AZ2,NA,US,US-AZ
7095,0AZ4,NA,US,US-AZ
7096,0AZ5,NA,US,US-AZ
7097,0AZ6,NA,US,US-AZ
7099,0B2,NA,US,US-ME
7100,0B7,NA,US,US-VT
7101,0C1,NA,US,US-MO
7102,0C2,NA,US,US-IL
7103,0C5,NA,US,US-MI
7104,0C7,NA,US,US-IL
7105,0C8,NA,US,US-IL
7106,0C9,NA,US,US-NJ
7109,0CA2,NA,US,US-CA
7110,0CA3,NA,US,US-CA
7111,0CA4,NA,US,US-CA
7112,0CA5,NA,US,US-CA
7113,0CA6,NA,US,US-CA
7116,0CA9,NA,US,US-CA
7117,0CD0,NA,US,US-CO
7118,0CD1,NA,US,US-CO
7119,0CD2,NA,US,US-CO
7121,0CD4,NA,US,US-CO
7122,0CD5,NA,US,US-CO
7123,0CD6,NA,US,US-CO
7124,0CD7,NA,US,US-CO
7125,0CD8,NA,US,US-CO
7126,0CD9,NA,US,US-CO
7127,0CL0,NA,US,US-CA
7128,0CL1,NA,US,US-CA
7130,0CL3,NA,US,US-CA
7131,0CL4,NA,US,US-CA
7132,0CL5,NA,US,US-CA
7133,0CL6,NA,US,US-CA
7134,0CL7,NA,US,US-CA
7135,0CL8,NA,US,US-CA
7136,0CL9,NA,US,US-CA
322308,0CN1,NA,US,US-CA
324643,0CN2,NA,US,US-CA
7137,0CO0,NA,US,US-CO
7138,0CO1,NA,US,US-CO
7139,0CO2,NA,US,US-CO
7141,0CO4,NA,US,US-CO
7143,0CO6,NA,US,US-CO
7144,0CO7,NA,US,US-CO
7145,0CO8,NA,US,US-CO
7146,0CO9,NA,US,US-CO
7147,0CT0,NA,US,US-CT
7148,0CT1,NA,US,US-CT
7149,0CT2,NA,US,US-CT
7150,0CT3,NA,US,US-CT
7151,0CT4,NA,US,US-CT
7152,0CT5,NA,US,US-CT
7153,0CT6,NA,US,US-CT
7154,0CT7,NA,US,US-CT
7155,0CT8,NA,US,US-CT
7156,0CT9,NA,US,US-CT
7158,0D7,NA,US,US-OH
315634,0D9,NA,US,US-MI
7159,0.00E+00,NA,US,US-IA
7160,0FA0,NA,US,US-FL
7161,0FA1,NA,US,US-FL
45349,0FA2,NA,US,US-FL
345994,0FA3,NA,US,US-FL
320961,0FA5,NA,US,US-FL
347505,0FA6,NA,US,US-FL
7162,0FD0,NA,US,US-FL
7163,0FD1,NA,US,US-FL
7164,0FD2,NA,US,US-FL
7165,0FD3,NA,US,US-FL
7167,0FD5,NA,US,US-FL
7168,0FD6,NA,US,US-FL
7169,0FD9,NA,US,US-FL
7170,0FL0,NA,US,US-FL
596703,0FL1,NA,US,US-FL
7172,0FL2,NA,US,US-FL
7173,0FL3,NA,US,US-FL
7174,0FL4,NA,US,US-FL
7175,0FL5,NA,US,US-FL
7176,0FL6,NA,US,US-FL
7177,0FL7,NA,US,US-FL
7178,0FL8,NA,US,US-FL
7179,0FL9,NA,US,US-FL
7180,0G0,NA,US,US-NY
7181,0G5,NA,US,US-MN
7182,0GA0,NA,US,US-GA
7183,0GA1,NA,US,US-GA
7184,0GA2,NA,US,US-GA
7185,0GA3,NA,US,US-GA
7186,0GA4,NA,US,US-GA
7187,0GA5,NA,US,US-GA
7188,0GA6,NA,US,US-GA
7190,0GA8,NA,US,US-GA
7191,0GA9,NA,US,US-GA
7192,0GE0,NA,US,US-GA
7193,0GE1,NA,US,US-GA
7194,0GE3,NA,US,US-GA
7195,0GE4,NA,US,US-GA
7196,0GE5,NA,US,US-GA
7197,0GE7,NA,US,US-GA
7198,0GE9,NA,US,US-GA
7199,0H7,NA,US,US-MO
7200,0I2,NA,US,US-IN
509601,0IA,NA,US,US-IN
7201,0IA0,NA,US,US-IA
7202,0IA1,NA,US,US-IA
7203,0IA2,NA,US,US-IA
7205,0IA4,NA,US,US-IA
7206,0IA5,NA,US,US-IA
7208,0IA7,NA,US,US-IA
7209,0IA8,NA,US,US-IA
7210,0IA9,NA,US,US-IA
7211,0ID0,NA,US,US-ID
7212,0ID1,NA,US,US-ID
7213,0ID2,NA,US,US-ID
7214,0ID3,NA,US,US-ID
7215,0ID4,NA,US,US-ID
7216,0ID5,NA,US,US-ID
7217,0ID6,NA,US,US-ID
45394,0ID7,NA,US,US-ID
45387,0ID8,NA,US,US-ID
329280,0ID9,NA,US,US-ID
7218,0II0,NA,US,US-IN
7220,0II2,NA,US,US-IN
7222,0II5,NA,US,US-IN
7224,0II7,NA,US,US-IN
7225,0II8,NA,US,US-IN
7226,0II9,NA,US,US-IN
7227,0IL0,NA,US,US-IL
7228,0IL1,NA,US,US-IL
45950,0IL2,NA,US,US-IL
7230,0IL4,NA,US,US-IL
323339,0IL5,NA,US,US-IL
7231,0IL6,NA,US,US-IL
352229,0IL7,NA,US,US-IL
7232,0IL8,NA,US,US-IL
7233,0IL9,NA,US,US-IL
7234,0IN1,NA,US,US-IN
7235,0IN2,NA,US,US-IN
7237,0IN4,NA,US,US-IN
7238,0IN5,NA,US,US-IN
7241,0IN9,NA,US,US-IN
7242,0IS0,NA,US,US-IL
7243,0IS2,NA,US,US-IL
7244,0IS3,NA,US,US-IL
7246,0IS6,NA,US,US-IL
7247,0IS8,NA,US,US-IL
7248,0IS9,NA,US,US-IL
7249,0J0,NA,US,US-AL
7250,0J8,NA,US,US-FL
345693,0JY9,NA,US,US-KY
7251,0K6,NA,US,US-OK
7252,0KS0,NA,US,US-KS
7255,0KS4,NA,US,US-KS
354111,0KS5,NA,US,US-KS
7257,0KS7,NA,US,US-KS
7258,0KS8,NA,US,US-KS
7259,0KS9,NA,US,US-KS
7260,0KY0,NA,US,US-KY
7261,0KY1,NA,US,US-KY
7264,0KY4,NA,US,US-KY
7265,0KY5,NA,US,US-KY
7267,0KY7,NA,US,US-KY
7270,0L4,NA,US,US-NV
7271,0L5,NA,US,US-NV
7272,0L6,NA,US,US-LA
7273,0LA0,NA,US,US-LA
7274,0LA1,NA,US,US-LA
7276,0LA3,NA,US,US-LA
7277,0LA4,NA,US,US-LA
7278,0LA5,NA,US,US-LA
7280,0LA7,NA,US,US-LA
7281,0LA8,NA,US,US-LA
7282,0LA9,NA,US,US-LA
7283,0LL0,NA,US,US-IL
7284,0LL1,NA,US,US-IL
7285,0LL2,NA,US,US-IL
7286,0LL3,NA,US,US-IL
7287,0LL4,NA,US,US-IL
7288,0LL5,NA,US,US-IL
7289,0LL6,NA,US,US-IL
7290,0LL7,NA,US,US-IL
7292,0LS0,NA,US,US-LA
7295,0LS3,NA,US,US-LA
7297,0LS5,NA,US,US-LA
7298,0LS6,NA,US,US-LA
7299,0LS7,NA,US,US-LA
7300,0LS8,NA,US,US-LA
7301,0LS9,NA,US,US-LA
7302,0MA1,NA,US,US-MA
7303,0MA2,NA,US,US-MA
7304,0MA3,NA,US,US-MA
7305,0MA4,NA,US,US-MA
7306,0MA5,NA,US,US-MA
7307,0MA6,NA,US,US-MA
7309,0MA9,NA,US,US-MA
7310,0MD0,NA,US,US-MD
7311,0MD1,NA,US,US-MD
7312,0MD2,NA,US,US-MD
7314,0MD4,NA,US,US-MD
7316,0MD6,NA,US,US-MD
7317,0MD7,NA,US,US-MD
7318,0MD8,NA,US,US-MD
7319,0MD9,NA,US,US-MD
45455,0ME4,NA,US,US-ME
345496,0ME7,NA,US,US-ME
7321,0MI1,NA,US,US-MI
7323,0MI3,NA,US,US-MI
7324,0MI4,NA,US,US-MI
7325,0MI6,NA,US,US-MI
7326,0MI7,NA,US,US-MI
7327,0MI8,NA,US,US-MI
7328,0MI9,NA,US,US-MI
7329,0MN0,NA,US,US-MN
7331,0MN2,NA,US,US-MN
7332,0MN3,NA,US,US-MN
7333,0MN4,NA,US,US-MN
7335,0MN6,NA,US,US-MN
